,r(mm),J,G,v(m/s),T(K),p,N2,CO2,H2O,O2,H,O,OH,H2O2,C,CH,CH2,CH2(,CH3,CH4,CO,HCO,CH2O,CH3O,HO2,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2C,AR,H2,C3H7,C3H8,CH3C
0,0.0,-262000.0,502.969847,39.5689533,298.0,100000.0,0.649046641,0.0,0.0,0.195431437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.155521922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0046,-262000.0,502.969847,34.9416307,298.0,100000.0,0.649046641,8.9128654e-33,1.21308553e-32,0.195431437,2.8647471e-56,6.96775001e-41,4.09225518e-44,3.24159619e-37,0.0,0.0,8.20622213e-72,-9.65604581e-75,1.38962165e-36,0.155521922,5.2676635e-33,2.0991143e-62,9.59567443e-77,8.93553706e-36,3.019127e-36,2.18498752e-88,9.9143712e-35,2.67116916e-77,2.12583795e-34,6.69482625e-46,2.8629059e-34,2.40612265e-37,3.09875473e-60,0.0,3.019656e-34,5.87889777e-39,9.60829733e-40,2.25249705e-36
2,0.0092,-262000.0,502.969847,30.3143081,298.0,100000.0,0.649046641,6.33301128e-29,8.61954491e-29,0.195431437,3.82814602e-52,4.96783469e-37,2.91772255e-40,2.303307e-33,0.0,1.1140086e-97,5.23186314e-65,-5.94853583e-71,9.54194967e-33,0.155521922,3.74292339e-29,3.70089209e-57,2.10257658e-69,6.34912056e-32,2.07235311e-32,1.03583092e-80,7.04462839e-31,6.55044272e-70,1.51050814e-30,9.5444152e-42,2.03422968e-30,1.70966364e-33,7.84525361e-55,0.0,2.14560803e-30,4.17723418e-35,6.8271484e-36,1.6005054e-32
3,0.0138,-262000.0,502.969847,25.6869855,298.0,100000.0,0.649046641,3.90359911e-25,5.31299351e-25,0.195431437,4.75523541e-48,3.07418391e-33,1.80577565e-36,1.41973332e-29,9.16629589e-96,1.06972775e-88,3.24033324e-58,2.29571253e-64,5.88148949e-29,0.155521922,2.30709717e-25,9.2202467e-52,4.22666377e-62,3.9135287e-28,1.27736141e-28,3.74227278e-73,4.34223214e-27,1.43976003e-62,9.31060747e-27,1.27086361e-37,1.253877e-26,1.05381803e-29,1.97883702e-49,0.0,1.3225294e-26,2.57480161e-31,4.2081798e-32,9.86534079e-29
4,0.0184,-262000.0,502.969847,21.0596629,298.0,100000.0,0.649046641,2.03892704e-21,2.77508162e-21,0.195431437,5.45953388e-44,1.61317307e-29,9.48768492e-33,7.415548e-26,1.18896284e-87,1.02720603e-79,1.98344322e-51,6.05996158e-57,3.0720169e-25,0.155521922,1.20504249e-21,2.31628297e-46,7.28616565e-55,2.04411346e-24,6.67190085e-25,9.8463434e-66,2.26803375e-23,2.62875575e-55,4.86311447e-23,1.57264108e-33,6.54924762e-23,5.50430002e-26,4.97267788e-44,0.0,6.90783266e-23,1.34486982e-27,2.19801553e-28,5.15286266e-25
5,0.0229999989,-262000.0,502.969847,16.4323414,298.0,100000.0,0.649046641,8.73172661e-18,1.18843164e-17,0.195431437,5.75512487e-40,6.94760921e-26,4.1447336e-29,3.17571627e-22,1.54219534e-79,9.86373182e-71,1.15524535e-44,1.11966842e-49,1.31559375e-21,0.155521922,5.16060722e-18,5.7998343e-41,9.95808491e-48,8.7539375e-21,2.85723659e-21,1.80532243e-58,9.7128785e-20,3.65218642e-48,2.08263391e-19,1.79814442e-29,2.80472222e-19,2.3572223e-22,1.24491947e-38,0.0,2.95828664e-19,5.75941924e-24,9.41302461e-25,2.20671888e-21
6,0.0275996516,-262000.0,502.969847,11.8053683,298.0,100000.0,0.649046641,2.91767208e-14,3.97109754e-14,0.195431437,5.75489128e-36,2.33838816e-22,1.6776796e-25,1.06115309e-18,2.00013012e-71,9.47053965e-62,5.77387943e-38,1.53573795e-42,4.39600154e-18,0.155521922,1.72439659e-14,1.45615368e-35,1.02459844e-40,2.92509376e-17,9.547217e-18,2.59881349e-51,3.24552013e-16,3.52722441e-41,6.95903926e-16,1.88662585e-25,9.37186891e-16,7.87656556e-19,3.10441006e-33,0.0,9.88499839e-16,1.92448728e-20,3.14532506e-21,7.3736643e-18
7,0.0321668664,-262000.0,502.969848,7.21102566,298.000001,100000.0,0.649046641,6.93166317e-11,9.43434005e-11,0.195431437,7.59816319e-31,5.61161552e-19,1.7257586e-21,2.52103582e-15,2.56655123e-63,8.99640507e-53,1.99328085e-31,3.83834602e-35,1.04437945e-14,0.155521921,4.0967374e-11,4.08848667e-30,8.96427261e-34,6.94929524e-14,2.26806105e-14,6.76725201e-44,7.71054858e-13,2.36926246e-34,1.65329464e-12,1.78298072e-21,2.22652295e-12,1.87127607e-15,7.60756905e-28,0.0,2.34842975e-12,4.57210312e-17,7.47250983e-18,1.75179924e-14
8,0.036168672,-262000.0,502.971062,3.18548388,298.00179,100000.0,0.649046705,8.3024582e-08,1.13000606e-07,0.195431268,8.93908215e-25,6.83180351e-16,5.15827575e-17,3.01959195e-12,2.69744304e-55,6.99057711e-44,2.74988222e-25,1.31069962e-27,1.2509079e-11,0.155521772,4.90690188e-08,1.86465896e-24,7.86113737e-27,8.32357715e-11,2.71574553e-11,2.06895127e-36,9.23537479e-10,1.46761326e-27,1.98024763e-09,1.24669253e-17,2.6668367e-09,2.24133674e-12,1.41653078e-22,0.0,2.8128516e-09,5.4762753e-14,8.95026145e-15,2.09823235e-11
9,0.0382269324,-262000.0,503.238598,1.11807914,298.394851,100000.0,0.649060761,1.83163281e-05,2.49294373e-05,0.195394126,1.76097489e-19,1.55632448e-13,5.48741984e-13,6.6614879e-10,1.03064956e-47,1.83611522e-35,7.19083921e-20,3.04929651e-21,2.75934628e-09,0.155488882,1.08252788e-05,9.95873448e-19,1.29768403e-20,1.83629192e-08,5.9723401e-09,4.84837574e-30,2.03744663e-07,2.32166367e-21,4.36868965e-07,2.87508458e-14,5.88339521e-07,4.94468723e-10,4.49275798e-18,0.0,6.20552511e-07,1.20817489e-11,1.9745394e-12,4.62897991e-09
10,0.0387819416,-262000.0,507.026714,0.58089155,305.256501,100000.0,0.649306442,0.000337017848,0.000458697251,0.194744924,6.87434219e-16,3.13263288e-12,1.3501309e-10,1.21829033e-08,4.5268206e-41,5.7204534e-29,2.8173255e-16,1.44311537e-17,5.15633346e-08,0.154914006,0.0001991836,4.25017417e-15,5.73479566e-17,3.37874684e-07,1.06907608e-07,4.02801223e-26,3.74887302e-06,1.19471941e-17,8.03832053e-06,5.99046959e-12,1.08244791e-05,9.09815466e-09,2.71782483e-15,0.0,1.14180785e-05,2.24289258e-10,3.62908791e-11,8.51726249e-08
11,0.0389083983,-262000.0,512.817348,0.478359953,319.584758,100000.0,0.64982145,0.00100509594,0.00136796929,0.193384073,1.64977718e-14,1.17190552e-11,8.95785984e-10,3.50909939e-08,4.40554005e-37,2.48764666e-26,6.20618281e-15,3.35140392e-16,1.71167335e-07,0.153708933,0.00059402967,8.36592016e-14,1.10213867e-15,1.00754875e-06,3.02982025e-07,2.61861024e-24,1.11803512e-05,3.10615465e-16,2.39727814e-05,6.09957412e-11,3.22649884e-05,2.71336382e-08,6.44404341e-14,0.0,3.40524015e-05,7.05777385e-10,1.07507242e-10,2.54024021e-07
