,r(mm),J,G,v(m/s),T(K),p,N2,CO2,H2O,O2,H,O,OH,H2O2,C,CH,CH2,CH2(,CH3,CH4,CO,HCO,CH2O,CH3O,HO2,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2C,AR,H2,C3H7,C3H8,CH3C
10,0.0389261654,-378000.0,619.584655,0.547256769,321.752111,100000.0,0.649947613,0.00108613588,0.00151205328,0.193198986,2.22749962e-14,1.37565333e-11,1.08078341e-09,4.4821648e-08,1.01165329e-36,4.25300692e-26,7.93119874e-15,4.31779152e-16,1.81433074e-07,0.153471649,0.000658034523,1.24068205e-13,1.57049825e-15,1.19965276e-06,3.65286356e-07,3.07864339e-24,9.18348803e-06,3.98722623e-16,2.45364315e-05,6.85241683e-11,3.68189244e-05,2.34562685e-08,8.1377238e-14,0.0,3.47155719e-05,6.95104883e-10,1.00727737e-10,3.66596175e-07
11,0.0390074946,-378000.0,631.740219,0.488058555,347.489191,100000.0,0.650933094,0.00227414711,0.00316587187,0.190757298,1.99977236e-13,3.71349271e-11,3.24529353e-09,8.89721297e-08,5.5438177e-34,2.74491684e-24,6.09384111e-14,3.56311465e-15,4.64294003e-07,0.151229116,0.00137778917,7.83209454e-13,9.54856319e-15,2.51073245e-06,7.18513093e-07,1.26392506e-22,1.92283723e-05,3.91170959e-15,5.13738189e-05,3.01714049e-10,7.70120951e-05,4.91126987e-08,1.04197889e-12,0.0,7.26874151e-05,1.60412304e-09,2.08160848e-10,7.67720429e-07
12,0.0390559451,-378000.0,645.455827,0.467274719,377.384394,100000.0,0.652090742,0.00366970641,0.00510857884,0.187889131,8.63709208e-13,6.8776992e-11,5.78124971e-09,1.38816436e-07,3.14258747e-32,3.7907527e-23,2.0110022e-13,1.25699438e-14,8.69134188e-07,0.148594837,0.00222328575,2.29608233e-12,2.69728956e-14,4.04966375e-06,1.11436665e-06,2.36528745e-21,3.10281388e-05,1.78730705e-14,8.28993386e-05,6.91049822e-10,0.000124159932,7.92514185e-08,6.52032279e-12,0.0,0.000117293109,2.76240735e-09,3.32875047e-10,1.23903488e-06
13,0.0390933726,-378000.0,661.095162,0.459924433,411.619472,100000.0,0.653434581,0.00528971754,0.0073636938,0.184559761,2.93518671e-12,1.09823087e-10,8.46648102e-09,1.95038563e-07,8.0800672e-31,3.00066593e-22,4.77968247e-13,3.17106743e-14,1.4394925e-06,0.14553691,0.00320476523,5.04795643e-12,5.71427353e-14,5.83434273e-06,1.56526846e-06,3.10648613e-20,4.47257217e-05,6.07450946e-14,0.000119494603,1.29403591e-09,0.000178797463,1.14237524e-07,3.27006659e-11,0.0,0.000169073002,4.20518876e-09,4.76163084e-10,1.78627596e-06
14,0.039125308,-378000.0,678.482206,0.45882827,449.674987,100000.0,0.654951958,0.0071189269,0.00990996575,0.180800561,9.0722895e-12,1.62681163e-10,1.12589445e-08,2.57054456e-07,1.4689882e-29,1.83237095e-21,9.56357198e-13,6.66783704e-14,2.2268019e-06,0.142084143,0.00431298615,9.69712297e-12,1.05450727e-13,7.84676257e-06,2.07466082e-06,3.11536458e-19,6.01921608e-05,1.75641838e-13,0.000160814636,2.23852099e-09,0.000240356401,1.53741667e-07,1.41109431e-10,0.0,0.000227539655,5.94408495e-09,6.36358696e-10,2.40431856e-06
15,0.039153995,-378000.0,697.331152,0.460604089,490.930366,100000.0,0.656625282,0.00913612755,0.012717853,0.176655146,2.71338602e-11,2.34103882e-10,1.42624889e-08,3.24098588e-07,2.30681682e-28,9.89845387e-21,1.73730909e-12,1.25844046e-13,3.29612196e-06,0.138276581,0.0055351001,1.76181499e-11,1.83570769e-13,1.00615318e-05,2.64493919e-06,2.47023204e-18,7.72481606e-05,4.62431262e-13,0.000206379763,3.79440255e-09,0.000308052001,1.97306e-07,5.16171449e-10,0.0,0.000292015411,7.9740119e-09,8.11282341e-10,3.08602055e-06
16,0.039180597,-378000.0,717.362784,0.463315981,534.859823,100000.0,0.658438996,0.0113225619,0.0157612198,0.172162103,8.12066316e-11,3.41354153e-10,1.76725569e-08,3.95511826e-07,3.49688253e-27,5.11105147e-20,2.9942133e-12,2.2268384e-13,4.73278282e-06,0.134149648,0.00685974235,3.16366668e-11,3.21067969e-13,1.24543336e-05,3.27895956e-06,1.59463374e-17,9.57351406e-05,1.16447316e-12,0.000255765297,6.50484925e-09,0.000381162889,2.44525745e-07,1.59328738e-09,0.0,0.000361901024,1.02643406e-08,9.9896069e-10,3.82506408e-06
17,0.0392057846,-378000.0,738.309844,0.46574722,581.019866,100000.0,0.660378758,0.0136609416,0.019015971,0.167357009,2.44663125e-10,5.25509594e-10,2.17387518e-08,4.70693224e-07,5.31325537e-26,2.60782063e-19,5.03222964e-12,3.79731941e-13,6.6482903e-06,0.129736001,0.00827643773,5.7178544e-11,6.0415585e-13,1.4999721e-05,3.97834656e-06,8.60629386e-17,0.000115506957,2.92088478e-12,0.000308579157,1.14146784e-08,0.000458992027,2.95028326e-07,4.18701228e-09,0.0,0.000436644404,1.27298288e-08,1.19745369e-09,4.61562865e-06
18,0.0392299852,-378000.0,759.929676,0.46709107,629.060139,100000.0,0.662431896,0.0161359867,0.0224608011,0.16227133,7.13115663e-10,8.80787674e-10,2.67616569e-08,5.49103004e-07,7.58934778e-25,1.28609325e-18,8.39857957e-12,6.35381863e-13,9.18979509e-06,0.125064508,0.00977592684,1.04387685e-10,1.29459553e-12,1.76705073e-05,4.74063729e-06,3.979283e-16,0.00013643448,7.44655096e-12,0.000364473649,2.04384566e-08,0.000540876154,3.48485834e-07,9.47627325e-09,0.0,0.000515757929,1.51862061e-08,1.40469846e-09,5.45257855e-06
19,0.0392534927,-378000.0,782.005874,0.466791591,678.714342,100000.0,0.664587286,0.0187342852,0.0260769963,0.156932715,1.88899422e-09,1.6113285e-09,3.31208153e-08,6.30239193e-07,9.08833324e-24,5.82198508e-18,1.40821038e-11,1.05468612e-12,1.25533272e-05,0.120160517,0.0113500804,1.92757966e-10,3.09760759e-12,2.04368583e-05,5.55472014e-06,1.6114054e-15,0.000158404458,1.89088749e-11,0.000423141697,3.68801286e-08,0.000626168684,4.04614001e-07,1.86541196e-08,0.0,0.000598813999,1.72934308e-08,1.6181003e-09,6.33142422e-06
20,0.0392765215,-378000.0,804.345344,0.464451131,729.784473,100000.0,0.666835077,0.0214439589,0.0298479676,0.151365692,4.3600269e-09,3.11284852e-09,4.13562286e-08,7.13599404e-07,8.4416154e-23,2.33253444e-17,2.38729326e-11,1.74592675e-12,1.7001819e-05,0.115046486,0.0129916959,3.60807968e-10,7.55478584e-12,2.32663506e-05,6.39877721e-06,5.8331172e-15,0.000181316786,4.57736067e-11,0.000484308346,6.61385079e-08,0.000714211212,4.63168774e-07,3.2221277e-08,0.0,0.000685434239,1.85273866e-08,1.83396676e-09,7.24822568e-06
21,0.0392992342,-378000.0,826.77277,0.459773599,782.12209,100000.0,0.669166304,0.0242541957,0.033758596,0.145592623,8.69547784e-09,6.0378051e-09,5.23404211e-08,7.98621385e-07,6.0086727e-22,8.23444654e-17,4.11003439e-11,2.89414932e-12,2.28879465e-05,0.109742869,0.0146942132,6.82781333e-10,1.74200145e-11,2.61255685e-05,7.2470683e-06,1.92580046e-14,0.000205080669,1.02898577e-10,0.000547718463,1.16777193e-07,0.000804294033,5.239413e-07,4.92828425e-08,0.0,0.000775274056,1.82912514e-08,2.0471766e-09,8.19946138e-06
22,0.0393217629,-378000.0,849.130361,0.452527705,835.624193,100000.0,0.671573107,0.0271555162,0.0377955973,0.139633153,1.52573556e-08,1.1306433e-08,6.75784035e-08,8.8461495e-07,3.42062919e-21,2.62466079e-16,7.23277704e-11,4.84697701e-12,3.06841391e-05,0.104267621,0.0164518728,1.29544435e-09,3.71620428e-11,2.89835763e-05,8.08575358e-06,5.91751285e-14,0.000229616965,2.16606646e-10,0.00061313956,2.02220922e-07,0.000895631104,5.86768394e-07,6.73802506e-08,0.0,0.00086803022,1.62915069e-08,2.25170915e-09,9.18215589e-06
23,0.0393442346,-378000.0,871.288505,0.442515058,890.259658,100000.0,0.674050282,0.0301416379,0.0419501056,0.133500379,2.43670516e-08,2.01620706e-08,8.97184253e-08,9.70686568e-07,1.68218594e-20,7.88442939e-16,1.31259617e-10,8.32097623e-12,4.10301001e-05,0.0986326952,0.0182608418,2.45001929e-09,7.45502015e-11,3.18160646e-05,8.92728412e-06,1.72660107e-13,0.000254874041,4.40769417e-10,0.000680398871,3.4309411e-07,0.000987369218,6.51576478e-07,8.31033707e-08,0.0,0.00096349937,1.30004068e-08,2.44210621e-09,1.01945588e-05
24,0.0393667744,-378000.0,893.137262,0.429545587,946.055742,100000.0,0.676594928,0.0332090512,0.0462170658,0.127201746,3.68299644e-08,3.44916938e-08,1.23468269e-07,1.05550731e-06,7.79436435e-20,2.34090394e-15,2.47720748e-10,1.48639649e-11,5.48009331e-05,0.0928448592,0.0201189505,4.62420002e-09,1.44977695e-10,3.46043944e-05,9.81118339e-06,4.87081339e-13,0.000280824371,8.97328701e-10,0.00074936709,5.69552422e-07,0.00107849873,7.18377612e-07,9.33552154e-08,0.0,0.00106156361,9.54954312e-09,2.61469088e-09,1.12360706e-05
25,0.0393894758,-378000.0,914.548168,0.41344304,1003.00565,100000.0,0.679202248,0.0363519508,0.050588151,0.120749505,5.4502357e-08,5.75296144e-08,1.77234029e-07,1.13684165e-06,3.66227396e-19,7.14444731e-15,4.88676138e-10,2.79053302e-11,7.31803982e-05,0.0869152871,0.0220226106,8.73946335e-09,2.80869874e-10,3.7328109e-05,1.07910605e-05,1.34618847e-12,0.000307422077,1.86735538e-09,0.000819835508,9.22032685e-07,0.00116760168,7.87170643e-07,9.69984683e-08,0.0,0.00116202764,6.87097194e-09,2.76740668e-09,1.23056334e-05
26,0.0394124022,-378000.0,935.371295,0.394054202,1061.05211,100000.0,0.681862957,0.03955911,0.0550473717,0.114167204,8.08336162e-08,9.49710669e-08,2.6603643e-07,1.2110659e-06,1.8298619e-18,2.29593659e-14,1.00816054e-09,5.52207954e-11,9.77433697e-05,0.0808654922,0.0239649023,1.65386154e-08,5.51245566e-10,3.99591737e-05,1.19181767e-05,3.67097194e-12,0.000334577255,3.99584779e-09,0.000891432675,1.44912192e-06,0.00125265529,8.57894185e-07,9.60709014e-08,0.0,0.0012645174,5.14045051e-09,2.89864562e-09,1.34008325e-05
27,0.0394354042,-378000.0,955.28224,0.371446055,1119.60344,100000.0,0.68454355,0.0427900831,0.0595379389,0.107538595,1.21329073e-07,1.56092951e-07,4.15347376e-07,1.2724632e-06,9.81306262e-18,7.7676411e-14,2.1543758e-09,1.14170452e-10,0.000130277165,0.0747722614,0.0259211342,3.10582519e-08,1.09765733e-09,4.24420809e-05,1.32193808e-05,9.81674428e-12,0.000361955561,8.70338826e-09,0.000963074277,2.19703144e-06,0.00133038415,9.29928781e-07,9.51512053e-08,0.0,0.00136771669,4.09783143e-09,3.00546779e-09,1.45099217e-05
28,0.0394582647,-378000.0,973.9493,0.345879315,1177.8953,100000.0,0.687205256,0.0459980411,0.0639939834,0.100960791,1.84436433e-07,2.55306559e-07,6.67360236e-07,1.31450148e-06,5.56920394e-17,2.72697054e-13,4.69923906e-09,2.42940122e-10,0.000172743784,0.0687246189,0.0278626412,5.72231045e-08,2.20295849e-09,4.47157517e-05,1.46957246e-05,2.54656559e-11,0.000389172573,1.89832278e-08,0.00103344753,3.20430841e-06,0.00139705959,1.002622e-06,9.87530575e-08,0.0,0.00147009222,3.46830621e-09,3.08480391e-09,1.5619613e-05
29,0.0394810052,-378000.0,991.286828,0.317451703,1235.78621,100000.0,0.689838923,0.0491717954,0.0683988271,0.0944582148,2.83906483e-07,4.15819902e-07,1.0950929e-06,1.3317933e-06,3.31694054e-16,9.85165652e-13,1.03771683e-08,5.27192062e-10,0.000227774039,0.0627447207,0.0297821571,1.03013351e-07,4.44398804e-09,4.67420015e-05,1.63455086e-05,6.39752264e-11,0.000416152039,4.10509061e-08,0.00110186655,4.52055742e-06,0.00144939985,1.07629458e-06,1.09622924e-07,0.0,0.00157122393,3.08344133e-09,3.13452405e-09,1.67296678e-05
30,0.0395037273,-378000.0,1007.28346,0.28615744,1293.34877,100000.0,0.692446309,0.0523132031,0.0727533087,0.0880292851,4.42400373e-07,6.74905846e-07,1.8258805e-06,1.32132473e-06,2.06446942e-15,3.64553302e-12,2.30924665e-08,1.16043931e-09,0.000298715562,0.0568307573,0.0316799893,1.81103974e-07,9.00342908e-09,4.84810814e-05,1.81669255e-05,1.55955281e-10,0.000442937327,8.73802614e-08,0.00116761938,6.22352454e-06,0.0014836762,1.15186924e-06,1.29443454e-07,0.0,0.00167105854,2.85831642e-09,3.15217419e-09,1.78454861e-05
31,0.0395265233,-378000.0,1021.91888,0.251971464,1350.63024,100000.0,0.695029217,0.0554239838,0.0770571091,0.0816738814,6.97807127e-07,1.09239496e-06,3.08352886e-06,1.28490114e-06,1.34067424e-14,1.37758575e-11,5.16141319e-08,2.58146334e-09,0.000389519192,0.0509822221,0.0335558109,3.11267376e-07,1.83130857e-08,4.98782864e-05,2.01586317e-05,3.7000438e-10,0.000469579543,1.81919722e-07,0.00122945119,8.4333338e-06,0.00149527187,1.23074166e-06,1.60026987e-07,0.0,0.00176944657,2.7555425e-09,3.13469546e-09,1.89735997e-05
32,0.0395494799,-378000.0,1035.16329,0.214851669,1407.64727,100000.0,0.697589462,0.0585055547,0.0813079719,0.075394341,1.1153415e-06,1.76619917e-06,5.27078854e-06,1.23149246e-06,9.11250763e-14,5.31352173e-11,1.1565062e-07,5.79334348e-09,0.000504591521,0.0452008669,0.035408171,5.24504461e-07,3.74196221e-08,5.0860178e-05,2.23246811e-05,8.5825408e-10,0.000496125458,3.68836698e-07,0.00128521753,1.13202219e-05,0.00147866692,1.31500424e-06,2.04014395e-07,0.0,0.00186606282,2.77050352e-09,3.0786317e-09,2.01209703e-05
33,0.039572683,-378000.0,1046.97817,0.174735848,1464.38494,100000.0,0.700129215,0.0615591986,0.0855010375,0.06919618,1.81123542e-06,2.86205425e-06,9.13844909e-06,1.17736808e-06,6.53456116e-13,2.09665837e-10,2.59593723e-07,1.31162705e-08,0.000648344665,0.0394914439,0.0372339111,8.70754191e-07,7.69423508e-08,5.13300724e-05,2.46810331e-05,1.95905271e-09,0.000522578688,7.2712958e-07,0.00133137351,1.50916143e-05,0.00142762712,1.40775257e-06,2.65303078e-07,0.0,0.00196027793,2.93376272e-09,2.98028527e-09,2.12927104e-05
34,0.0395962663,-378000.0,1057.3332,0.131457169,1520.89123,100000.0,0.702655892,0.0645914936,0.0896346733,0.063078965,3.00373657e-06,4.67833978e-06,1.61666842e-05,1.14246011e-06,5.00099835e-12,8.5161619e-10,5.84218499e-07,3.00322626e-08,0.000824428607,0.0338534375,0.0390301218,1.43552318e-06,1.59783776e-07,5.11614866e-05,2.72676209e-05,4.44290862e-09,0.000548833973,1.3967293e-06,0.00136228135,1.99459421e-05,0.00133558518,1.51364302e-06,3.49720787e-07,0.0,0.00205107349,3.32636525e-09,2.83521646e-09,2.24878553e-05
35,0.0396200067,-378000.0,1066.05232,0.0855188017,1576.29599,100000.0,0.705139541,0.0675624936,0.0936377302,0.0571431286,5.08136741e-06,7.72939576e-06,2.91794458e-05,1.14316724e-06,4.0056646e-11,3.50979953e-09,1.30236026e-06,6.88456906e-08,0.00102970239,0.0283798248,0.0407615241,2.35685093e-06,3.32593377e-07,5.02065699e-05,3.01002123e-05,9.9980431e-09,0.000573959719,2.59821858e-06,0.00136909563,2.58244708e-05,0.00119927083,1.63704703e-06,4.63752811e-07,0.0,0.00213510752,4.0809264e-09,2.64024605e-09,2.36631874e-05
36,0.0396440289,-378000.0,1073.12539,0.0368276567,1630.46272,100000.0,0.707588577,0.0704754336,0.0974879428,0.0514130161,8.81243741e-06,1.30470922e-05,5.41337374e-05,1.1816275e-06,3.30360163e-10,1.46361932e-08,2.85670452e-06,1.57544022e-07,0.00125468315,0.0230942964,0.0424101258,3.89364801e-06,6.92359657e-07,4.82943697e-05,3.32062512e-05,2.24952784e-08,0.000596439062,4.68100105e-06,0.00134046841,3.22443008e-05,0.00101863778,1.78442279e-06,6.15626281e-07,0.0,0.00220875912,5.34562496e-09,2.38613334e-09,2.47381228e-05
37,0.0396688053,-378000.0,1078.58045,-0.0154491683,1683.74854,100000.0,0.710045201,0.073367725,0.10118616,0.0458697602,1.58033643e-05,2.29471021e-05,0.000104469565,1.23932929e-06,2.73357574e-09,6.16545272e-08,6.11666794e-06,3.58983538e-07,0.00147666425,0.0179810056,0.0439589602,6.56495375e-06,1.43624234e-06,4.51655053e-05,3.65293695e-05,5.11026429e-08,0.000612871515,8.15422953e-06,0.00126065383,3.78434109e-05,0.000797546698,1.96298403e-06,8.13061596e-07,0.0,0.00226605719,7.09457646e-09,2.04913151e-09,2.55269773e-05
38,0.0396942053,-378000.0,1082.25017,-0.0708781648,1734.65446,100000.0,0.712490296,0.0761935489,0.104585185,0.040698828,2.88943166e-05,4.23930428e-05,0.00020719408,1.26665553e-06,2.06124437e-08,2.45958523e-07,1.22338539e-05,7.81989426e-07,0.00163822129,0.0132079172,0.0453093416,1.12111225e-05,2.85452516e-06,4.05825571e-05,3.95832301e-05,1.14161401e-07,0.000615087812,1.3305011e-05,0.00111450889,3.97310596e-05,0.000557046825,2.16502691e-06,1.04481811e-06,0.0,0.00229375221,8.56587805e-09,1.60578687e-09,2.55956422e-05
39,0.0397200009,-378000.0,1084.01906,-0.128591615,1780.74188,100000.0,0.714899332,0.0788870013,0.107460311,0.0361815469,5.21741898e-05,8.23644584e-05,0.000410028734,1.19696025e-06,1.24806001e-07,8.3635176e-07,2.13987331e-05,1.52392254e-06,0.00165325148,0.00900556155,0.046294966,1.87774759e-05,5.10023855e-06,3.4435203e-05,4.12922628e-05,2.3753221e-07,0.000589451441,1.92739901e-05,0.000899530618,3.49162654e-05,0.000333501824,2.34794719e-06,1.26186126e-06,0.0,0.00227249582,8.18111522e-09,1.07105047e-09,2.42642501e-05
40,0.0397475394,-378000.0,1083.77838,-0.190907078,1820.55315,100000.0,0.717394212,0.0815163585,0.109620652,0.0325114603,9.17206181e-05,0.000172941445,0.000805239143,9.93823949e-07,5.64316584e-07,2.24091662e-06,3.07811723e-05,2.50050176e-06,0.00143281111,0.0054288616,0.0466639584,2.95950049e-05,7.72266386e-06,2.64536243e-05,4.01709952e-05,4.37945641e-07,0.000514845357,2.32408595e-05,0.000622763811,2.31364814e-05,0.000155901948,2.40976449e-06,1.37352836e-06,0.0,0.00217228307,5.15440613e-09,5.27291725e-10,2.06238977e-05
41,0.039777117,-378000.0,1081.13379,-0.257094728,1847.29776,100000.0,0.719997121,0.0839720576,0.110527895,0.0304287178,0.000148585261,0.000381614093,0.00149488713,7.25387324e-07,1.54485463e-06,3.92804296e-06,3.2023366e-05,3.01683646e-06,0.000969997339,0.00277052866,0.0458480706,3.88560916e-05,8.74650822e-06,1.7304586e-05,3.51248638e-05,6.21536185e-07,0.000375995469,2.05155371e-05,0.00034026431,1.01507754e-05,5.18106632e-05,2.14610729e-06,1.2420576e-06,0.0,0.00195669354,1.70537645e-09,1.63902027e-10,1.44048259e-05
42,0.0398085205,-378000.0,1075.69416,-0.324157615,1851.96252,100000.0,0.722694645,0.0859983206,0.109582091,0.0309671684,0.00020802633,0.000801670963,0.00244582701,5.42940097e-07,1.96870775e-06,3.73737781e-06,2.13137123e-05,2.32053075e-06,0.000469867205,0.00117491202,0.0431868783,3.60258742e-05,6.50616852e-06,9.06835565e-06,2.77453114e-05,5.62842759e-07,0.000206324002,1.18051283e-05,0.000138697094,2.76605621e-06,1.18142549e-05,1.46552581e-06,8.48902397e-07,0.0,0.0016229936,2.65343276e-10,3.13964854e-11,7.58672437e-06
43,0.039841282,-378000.0,1067.20687,-0.388501883,1830.97245,100000.0,0.725463085,0.0871846085,0.106579078,0.0348836063,0.000244227109,0.00141371659,0.00333735163,5.18563353e-07,1.07207467e-06,1.87660718e-06,9.06794691e-06,1.09878076e-06,0.000164030136,0.000428171485,0.0386778817,2.15961929e-05,3.08112418e-06,3.78976498e-06,2.18499742e-05,2.95530969e-07,8.19966928e-05,4.49775224e-06,4.41914098e-05,5.11670137e-07,2.00766829e-06,7.15191989e-07,4.23568354e-07,0.0,0.00124396771,2.28097595e-11,4.34844449e-12,2.99848158e-06
44,0.0398733707,-378000.0,1056.18948,-0.445625855,1792.4418,100000.0,0.728148911,0.0871434002,0.102173937,0.0416745652,0.00024718528,0.00197297541,0.00379557154,6.03669606e-07,3.22037621e-07,6.18054521e-07,2.97843621e-06,3.78683011e-07,4.90967025e-05,0.000150798899,0.0335609475,9.38115925e-06,1.08670924e-06,1.42140435e-06,1.96516201e-05,1.03621259e-07,2.68915665e-05,1.36290561e-06,1.29819862e-05,8.22843296e-08,3.14883109e-07,2.76413085e-07,1.71233064e-07,0.0,0.000928383856,1.59467362e-12,5.65717377e-13,1.01879524e-06
45,0.0399023681,-378000.0,1044.0081,-0.492608572,1748.43994,100000.0,0.730560405,0.085989931,0.0974471155,0.0496864626,0.000230178929,0.00230627238,0.00383241592,7.29823719e-07,7.74214806e-08,1.7896935e-07,9.47111198e-07,1.21171842e-07,1.53479105e-05,5.776028e-05,0.0290928949,3.67359435e-06,3.57825714e-07,5.54641959e-07,2.02887492e-05,3.12098709e-08,8.67843159e-06,4.02573201e-07,4.0911337e-06,1.44786134e-08,5.50470691e-08,1.01033017e-07,6.63650753e-08,0.0,0.000710118739,1.28432156e-13,8.42192414e-14,3.50884698e-07
