,r(mm),J,G,v(m/s),T(K),p,N2,CO2,H2O,O2,H,O,OH,H2O2,C,CH,CH2,CH2(,CH3,CH4,CO,HCO,CH2O,CH3O,HO2,C2H,C2H2,C2H3,C2H4,C2H5,C2H6,HCCO,CH2C,AR,H2,C3H7,C3H8,CH3C
10,0.0388436515,-213000.0,465.792417,0.467255585,324.437019,100000.0,0.649976642,0.00123882442,0.00167533226,0.192912005,2.13606957e-14,1.02508545e-11,9.14419471e-10,4.50069118e-08,7.04268623e-37,3.11153877e-26,6.10973558e-15,3.34605815e-16,1.64803818e-07,0.15332117,0.000728568276,1.00707086e-13,1.32581122e-15,1.20031232e-06,3.58107699e-07,5.38647512e-24,1.54084852e-05,4.36155534e-16,3.01855106e-05,5.76370195e-11,3.86562817e-05,3.6428909e-08,8.38230928e-14,0.0,4.30080937e-05,7.6369509e-10,1.43861108e-10,2.73340459e-07
11,0.0389273905,-213000.0,474.693877,0.424511661,350.052652,100000.0,0.650886955,0.00245142125,0.0033151453,0.190446039,1.64561966e-13,2.58021426e-11,2.49191051e-09,8.4592228e-08,2.41266553e-34,1.45935295e-24,3.94910994e-14,2.31913851e-15,3.91510886e-07,0.151167051,0.00144171136,5.46465e-13,6.9302368e-15,2.37442949e-06,6.76987278e-07,1.82889284e-22,3.04907779e-05,3.6495208e-15,5.97315798e-05,2.17474762e-10,7.64329006e-05,7.20866328e-08,8.7271139e-13,0.0,8.51057287e-05,1.66195277e-09,2.8187757e-10,5.40975765e-07
12,0.0389803745,-213000.0,484.868619,0.409386561,380.069467,100000.0,0.651966122,0.00388894155,0.00525909226,0.187522742,6.92004787e-13,4.70107767e-11,4.34285411e-09,1.295317e-07,1.24436887e-32,1.88129758e-23,1.24885068e-13,7.82940215e-15,7.1847948e-07,0.148613393,0.00228713444,1.54356896e-12,1.88653524e-14,3.76542021e-06,1.04062891e-06,3.23332859e-21,4.83706973e-05,1.60338535e-14,9.47577799e-05,4.77591539e-10,0.000121162916,1.14358547e-07,4.905655e-12,0.0,0.000135012106,2.82459338e-09,4.43869177e-10,8.58323007e-07
13,0.039022296,-213000.0,496.548862,0.404861459,414.672962,100000.0,0.65322785,0.00556964139,0.00753184825,0.184105007,2.37350298e-12,7.46957516e-11,6.31370928e-09,1.80366305e-07,3.2181502e-31,1.48307578e-22,2.9300312e-13,1.94729411e-14,1.18388908e-06,0.145627773,0.00327557414,3.35384229e-12,3.95000584e-14,5.39026919e-06,1.45877077e-06,4.16625543e-20,6.92753271e-05,5.40370753e-14,0.000135708722,8.71825157e-10,0.000173382709,1.63781546e-07,2.29812271e-11,0.0,0.000193361089,4.29483405e-09,6.31557787e-10,1.2294323e-06
14,0.0390585474,-213000.0,509.612743,0.405512239,453.374435,100000.0,0.654662236,0.00748032966,0.0101155574,0.180219687,7.52951537e-12,1.1070705e-10,8.3781449e-09,2.36585382e-07,6.15798323e-30,9.28314564e-22,5.85705087e-13,4.08522394e-14,1.83412397e-06,0.142233639,0.00439927268,6.44104717e-12,7.28001372e-14,7.23501412e-06,1.93419516e-06,4.17698987e-19,9.30406138e-05,1.57607966e-13,0.000182262653,1.48048705e-09,0.000232635155,2.19967836e-07,9.80767158e-11,0.0,0.000259694842,6.09294323e-09,8.43041082e-10,1.65141035e-06
15,0.0390914069,-213000.0,523.859583,0.408622516,495.574763,100000.0,0.656254592,0.00960143819,0.0129837364,0.175906608,2.32318699e-11,1.60550285e-10,1.0620964e-08,2.97526726e-07,1.0358698e-28,5.20563335e-21,1.07053282e-12,7.74425351e-14,2.72938675e-06,0.138465767,0.00564672175,1.1837581e-11,1.27587449e-13,9.2784844e-06,2.46898492e-06,3.34824621e-18,0.000119423189,4.25338848e-13,0.000233942271,2.48638509e-09,0.000298249597,2.82342205e-07,3.72624189e-10,0.0,0.000333334221,8.21960759e-09,1.0757124e-09,2.11995219e-06
16,0.039122077,-213000.0,539.084052,0.412568098,540.740099,100000.0,0.657991031,0.0119144679,0.0161113434,0.17120343,7.15024541e-11,2.3900539e-10,1.31999373e-08,3.62593213e-07,1.68163507e-27,2.79824302e-20,1.86682306e-12,1.38295924e-13,3.9498899e-06,0.134357041,0.00700704154,2.18502423e-11,2.27060589e-13,1.14985023e-05,3.06545159e-06,2.19882859e-17,0.000148192993,1.11850892e-12,0.000290296037,4.28322372e-09,0.00036956918,3.5036117e-07,1.22399445e-09,0.0,0.000413637349,1.06401931e-08,1.32705752e-09,2.63098714e-06
17,0.039151261,-213000.0,555.084891,0.416291976,588.408455,100000.0,0.659858282,0.0144017392,0.0194744395,0.166146158,2.20430387e-10,3.83133443e-10,1.63206546e-08,4.3122704e-07,2.72631235e-26,1.48770206e-19,3.19272896e-12,2.38956782e-13,5.60251203e-06,0.129938891,0.00846983348,4.12815072e-11,4.4181237e-13,1.38702402e-05,3.72452735e-06,1.21129686e-16,0.000179130178,2.98919488e-12,0.000350891891,7.67922247e-09,0.000445936639,4.23506152e-07,3.44000675e-09,0.0,0.000499991049,1.32447803e-08,1.59449869e-09,3.18062661e-06
18,0.0391794129,-213000.0,571.676341,0.419073802,638.20848,100000.0,0.661844324,0.0170472371,0.0230513292,0.160767427,6.54896189e-10,6.82302068e-10,2.02364197e-08,5.02914313e-07,4.15536025e-25,7.66863562e-19,5.45961629e-12,4.06618718e-13,7.83122498e-06,0.125239794,0.0100256767,7.95942391e-11,9.94587609e-13,1.63655787e-05,4.44260897e-06,5.7258306e-16,0.000212035668,8.21301712e-12,0.000415337469,1.42393266e-08,0.000526710952,5.01309765e-07,8.27295227e-09,0.0,0.000591840292,1.57851301e-08,1.87517436e-09,3.76535475e-06
19,0.0392068484,-213000.0,588.69062,0.420405717,689.854231,100000.0,0.663938398,0.0198366275,0.0268225806,0.155096485,1.75851452e-09,1.3374582e-09,2.52758406e-08,5.77159966e-07,5.30115907e-24,3.6397913e-18,9.46043784e-12,6.88558861e-13,1.08320325e-05,0.120285249,0.0116661369,1.55198468e-10,2.50330955e-12,1.89523662e-05,5.20635683e-06,2.37209143e-15,0.000246731452,2.22899807e-11,0.000483279943,2.677111e-08,0.000611253984,5.83359935e-07,1.70864952e-08,0.0,0.000688688833,1.77987678e-08,2.16532174e-09,4.38203921e-06
20,0.0392337985,-213000.0,605.975209,0.41991713,743.127062,100000.0,0.666130662,0.0227567982,0.0307704014,0.149160127,4.08153443e-09,2.74327849e-09,3.19261299e-08,6.5343685e-07,5.22019567e-23,1.53269831e-17,1.67472606e-11,1.1660199e-12,1.48733484e-05,0.115098589,0.0133834954,3.03963689e-10,6.34300156e-12,2.15949549e-05,5.99066855e-06,8.78989724e-15,0.000283055064,5.63781712e-11,0.000554393841,4.99923112e-08,0.000698896609,6.69293308e-07,3.04872333e-08,0.0,0.000790083121,1.85992894e-08,2.45940621e-09,5.02784251e-06
21,0.03926044,-213000.0,623.390351,0.417327503,797.860728,100000.0,0.668412021,0.0257956273,0.0348783209,0.142983164,8.13376958e-09,5.5441248e-09,4.10156272e-08,7.3111514e-07,3.93723759e-22,5.71649644e-17,3.04514622e-11,1.98568754e-12,2.03224645e-05,0.109701402,0.0151706108,5.94364493e-10,1.5017492e-11,2.4257157e-05,6.76803508e-06,2.97568841e-14,0.000320856915,1.29613047e-10,0.000628373349,9.16513407e-08,0.000788903537,7.58797662e-07,4.73927779e-08,0.0,0.000895603611,1.75269446e-08,2.74975701e-09,5.70019186e-06
22,0.0392869318,-213000.0,640.818208,0.412412204,853.966794,100000.0,0.670775624,0.0289439849,0.0391338886,0.13658435,1.42650529e-08,1.06471724e-08,5.40462131e-08,8.09399082e-07,2.40328316e-21,1.94607874e-16,5.71831673e-11,3.44463033e-12,2.76847804e-05,0.104109982,0.0170220936,1.15576195e-09,3.28152111e-11,2.69079631e-05,7.52807813e-06,9.41453711e-14,0.000360025393,2.76275478e-10,0.000704977025,1.64529054e-07,0.000880491192,8.51679328e-07,6.48129508e-08,0.0,0.00100493318,1.45697056e-08,3.02783073e-09,6.39725136e-06
23,0.0393134325,-213000.0,658.164194,0.404971865,911.442788,100000.0,0.673217628,0.0321967395,0.0435300188,0.129974339,2.29509793e-08,1.93445958e-08,7.37799084e-08,8.87147286e-07,1.29751707e-20,6.33877163e-16,1.11499258e-10,6.1990132e-12,3.7663011e-05,0.0983335592,0.0189348933,2.24102723e-09,6.78759829e-11,2.95240309e-05,8.29081296e-06,2.84692412e-13,0.000400499591,5.70581944e-10,0.00078404597,2.89242433e-07,0.000972791671,9.47900636e-07,7.87241071e-08,0.0,0.00111789093,1.07815772e-08,3.28657965e-09,7.1181867e-06
24,0.0393400717,-213000.0,675.329168,0.394820713,970.286386,100000.0,0.675733966,0.0355484586,0.0480591524,0.123164467,3.53439921e-08,3.37502741e-08,1.05302383e-07,9.62430764e-07,6.77572624e-20,2.0698571e-15,2.26648435e-10,1.17548058e-11,5.12313427e-05,0.0923819658,0.0209057607,4.36120117e-09,1.37427789e-10,3.20842159e-05,9.10104369e-06,8.38066606e-13,0.000442216301,1.18907935e-09,0.000865390964,4.96614804e-07,0.00106463579,1.04746632e-06,8.59680858e-08,0.0,0.00123428219,7.54718819e-09,3.5216951e-09,7.86228324e-06
25,0.0393669447,-213000.0,692.199786,0.381788976,1030.46016,100000.0,0.678317466,0.0389895601,0.0527080151,0.116174643,5.38149327e-08,5.76180786e-08,1.57965184e-07,1.03196488e-06,3.65908515e-19,7.01111494e-15,4.81016007e-10,2.36610531e-11,6.97289301e-05,0.0862724991,0.0229289689,8.54035951e-09,2.79240295e-10,3.45629169e-05,1.00100348e-05,2.42921436e-12,0.000485063161,2.554906e-09,0.000948687432,8.2765925e-07,0.0011543311,1.15033708e-06,8.65727265e-08,0.0,0.00135376404,5.41882366e-09,3.73056106e-09,8.62821144e-06
26,0.0393940678,-213000.0,708.620115,0.365757505,1091.77029,100000.0,0.680952558,0.0424992548,0.0574480181,0.109047777,8.25495791e-08,9.75135546e-08,2.48732945e-07,1.09047355e-06,2.11449052e-18,2.50165548e-14,1.06219288e-09,5.04134513e-11,9.4926618e-05,0.0800425053,0.024992135,1.6735611e-08,5.75839757e-10,3.69220796e-05,1.10549567e-05,6.94544996e-12,0.00052879265,5.66851396e-09,0.00103328547,1.32899831e-06,0.00123936029,1.25626719e-06,8.44676734e-08,0.0,0.00147559854,4.16208461e-09,3.90985828e-09,9.41262097e-06
27,0.0394211731,-213000.0,724.283849,0.346840571,1153.37702,100000.0,0.683597608,0.0460220043,0.0622033992,0.10189767,1.2812955e-07,1.63884121e-07,4.06480097e-07,1.13049053e-06,1.29915712e-17,9.30608944e-14,2.40605681e-09,1.11814556e-10,0.000128804462,0.073791231,0.0270623422,3.23202206e-08,1.19940635e-09,3.90967624e-05,1.22377278e-05,1.93291935e-11,0.000572731133,1.27716082e-08,0.00111761416,2.04037106e-06,0.00131584238,1.36414842e-06,8.5008368e-08,0.0,0.00159783153,3.4240256e-09,4.05396571e-09,1.02049785e-05
28,0.0394480622,-213000.0,738.970007,0.325240814,1214.60117,100000.0,0.686219902,0.0495140992,0.0669140565,0.0948145028,2.00867909e-07,2.72911855e-07,6.79974893e-07,1.14473622e-06,8.32862159e-17,3.54924972e-13,5.5102477e-09,2.53502491e-10,0.000173692561,0.067597228,0.0291134693,6.07512545e-08,2.50285288e-09,4.10290948e-05,1.35351479e-05,5.17501917e-11,0.00061636193,2.86712576e-08,0.00120025359,2.99664897e-06,0.00137982265,1.47347805e-06,9.17077538e-08,0.0,0.00171890177,2.98182848e-09,4.15807242e-09,1.09979403e-05
29,0.0394748495,-213000.0,752.660168,0.300975722,1275.49195,100000.0,0.688819038,0.0529747695,0.0715772926,0.0878019988,3.17878741e-07,4.50493637e-07,1.15485477e-06,1.12848762e-06,5.5366886e-16,1.37955061e-12,1.26862515e-08,5.8235102e-10,0.000232806586,0.0614634154,0.031144348,1.10811571e-07,5.22247893e-09,4.26801054e-05,1.49203979e-05,1.33303528e-10,0.000659719217,6.34280413e-08,0.00128054423,4.25233338e-06,0.00142764435,1.58549996e-06,1.06113612e-07,0.0,0.00183870104,2.71937334e-09,4.21864502e-09,1.17945103e-05
30,0.0395016573,-213000.0,765.342254,0.274026999,1336.12382,100000.0,0.691396923,0.056406155,0.07619339,0.0808591576,5.07346091e-07,7.36874707e-07,1.97975892e-06,1.08209605e-06,3.79837442e-15,5.43840862e-12,2.92380799e-08,1.3472439e-09,0.000310088505,0.0553885441,0.0331550198,1.9599801e-07,1.08795334e-08,4.39988303e-05,1.63577799e-05,3.30957526e-10,0.000702894241,1.36910948e-07,0.00135739671,5.89632611e-06,0.00145475513,1.70226259e-06,1.29288915e-07,0.0,0.00195714862,2.58141624e-09,4.2314145e-09,1.25991254e-05
31,0.0395285934,-213000.0,776.99448,0.244362379,1396.52952,100000.0,0.693955039,0.0598095498,0.0807600243,0.0739885139,8.16366051e-07,1.19413486e-06,3.41413918e-06,1.01404986e-06,2.68297973e-14,2.1668151e-11,6.72249658e-08,3.12585007e-09,0.000410110166,0.0493744687,0.0351441785,3.36491242e-07,2.26006845e-08,4.49178726e-05,1.78042462e-05,7.94427442e-10,0.000745983756,2.8601546e-07,0.0014288544,8.06344431e-06,0.00145557401,1.82685352e-06,1.62539408e-07,0.0,0.00207399785,2.5474177e-09,4.19170667e-09,1.3416356e-05
32,0.0395557594,-213000.0,787.588025,0.211933053,1456.70713,100000.0,0.696495001,0.0631859504,0.085272218,0.0671960102,1.3253018e-06,1.91869722e-06,5.91894149e-06,9.41257462e-07,1.95451554e-13,8.71197586e-11,1.53816643e-07,7.25695037e-09,0.000537801272,0.0434261183,0.0371088988,5.6230926e-07,4.67993355e-08,4.53519574e-05,1.92133989e-05,1.85259526e-09,0.000789060832,5.75524304e-07,0.00149157606,1.09306108e-05,0.0014236508,1.96387377e-06,2.07514217e-07,0.0,0.00218874284,2.62686688e-09,4.09509108e-09,1.42494415e-05
33,0.039583254,-213000.0,797.086133,0.176676384,1516.60981,100000.0,0.699018511,0.0665356777,0.0897206185,0.0604932855,2.17493324e-06,3.06398635e-06,1.03375866e-05,8.84598786e-07,1.47789338e-12,3.53631006e-10,3.49657957e-07,1.6842796e-08,0.00069770395,0.0375536408,0.0390433976,9.19043203e-07,9.66548896e-08,4.51974804e-05,2.0544047e-05,4.22448614e-09,0.000832053167,1.11450618e-06,0.00154005845,1.4685176e-05,0.0013522256,2.11994902e-06,2.66245871e-07,0.0,0.00230040703,2.86954075e-09,3.93798938e-09,1.50960525e-05
34,0.0396112059,-213000.0,805.452106,0.138475086,1576.19815,100000.0,0.701530209,0.0698616005,0.0940937581,0.0538937278,3.62320195e-06,4.88935757e-06,1.82947916e-05,8.60964588e-07,1.17459411e-11,1.45505888e-09,7.89442386e-07,3.91178704e-08,0.000892566145,0.0317691974,0.0409390909,1.48046532e-06,1.99609977e-07,4.43334362e-05,2.1775511e-05,9.50530046e-09,0.000874487166,2.08334342e-06,0.00156563927,1.94487206e-05,0.00123534923,2.30434835e-06,3.41413249e-07,0.0,0.00240729397,3.38812173e-09,3.71713364e-09,1.59397329e-05
35,0.0396397256,-213000.0,812.629128,0.0972235998,1635.2991,100000.0,0.704032989,0.0731619716,0.0983650263,0.0474309954,6.16492324e-06,7.86802152e-06,3.31029826e-05,8.76227557e-07,9.90284851e-11,6.09651143e-09,1.76771866e-06,9.0968316e-08,0.00111972957,0.026103699,0.042777185,2.37550087e-06,4.13334652e-07,4.26261327e-05,2.29177543e-05,2.13137575e-08,0.000914724766,3.773303e-06,0.00155526492,2.50912944e-05,0.00107027826,2.52851236e-06,4.36354146e-07,0.0,0.00250610801,4.37271758e-09,3.42649389e-09,1.67286736e-05
36,0.039668677,-213000.0,818.50235,0.0531970186,1693.09739,100000.0,0.706508869,0.0764039231,0.102453313,0.0412163633,1.07540041e-05,1.29076876e-05,6.16687759e-05,9.20755433e-07,8.66190023e-10,2.5766183e-08,3.88106029e-06,2.10003874e-07,0.00136253697,0.0206580709,0.0445087671,3.8366535e-06,8.53657122e-07,3.99645169e-05,2.39929517e-05,4.7771462e-08,0.000948333186,6.59892006e-06,0.00149183717,3.08324022e-05,0.000863005392,2.80117443e-06,5.53170047e-07,0.0,0.00259018829,5.99436272e-09,3.05133651e-09,1.73353102e-05
37,0.0396982938,-213000.0,823.039383,0.00616537818,1749.26411,100000.0,0.708972652,0.0795918551,0.106299289,0.0353175252,1.93925287e-05,2.20788887e-05,0.000119761907,9.67309454e-07,7.55158499e-09,1.08933405e-07,8.24372572e-06,4.77367516e-07,0.00158490995,0.0154982959,0.0460814472,6.3408352e-06,1.74598263e-06,3.6223244e-05,2.49703698e-05,1.07609048e-07,0.000966560619,1.10716944e-05,0.00135597871,3.48814439e-05,0.000628171721,3.12483011e-06,6.90294075e-07,0.0,0.00264969376,8.05750187e-09,2.54986061e-09,1.75211276e-05
38,0.0397287802,-213000.0,826.166548,-0.0440265925,1802.76477,100000.0,0.71143615,0.0827162276,0.109772793,0.0298864846,3.60383755e-05,4.04522862e-05,0.000242657481,9.66696866e-07,6.01149518e-08,4.38772389e-07,1.63019826e-05,1.03395149e-06,0.00171381269,0.0107653219,0.0473846109,1.07711345e-05,3.42355169e-06,3.12752599e-05,2.55533254e-05,2.39531181e-07,0.000951836301,1.72933733e-05,0.0011326164,3.41966467e-05,0.000393797379,3.46935893e-06,8.30445243e-07,0.0,0.00266676984,9.2927314e-09,1.8720913e-09,1.6865579e-05
39,0.039760385,-213000.0,827.783501,-0.0974658438,1851.33101,100000.0,0.713915209,0.0857582004,0.11263603,0.0251999011,6.72569658e-05,8.15303337e-05,0.000502436412,8.61638362e-07,3.82558388e-07,1.50662155e-06,2.78157431e-05,1.9838996e-06,0.00163859747,0.00668529509,0.048198178,1.82198265e-05,5.9908973e-06,2.50230179e-05,2.4978418e-05,4.9777055e-07,0.00087466638,2.34807708e-05,0.000827245171,2.63153767e-05,0.0001980097,3.71896404e-06,9.24682969e-07,0.0,0.00261205273,7.63102579e-09,1.06530901e-09,1.48047576e-05
40,0.0397941006,-213000.0,827.726387,-0.155128018,1891.06946,100000.0,0.716483602,0.0887441061,0.114520664,0.0216855407,0.000120985353,0.000185201621,0.00103056579,6.4987182e-07,1.65099763e-06,3.74157134e-06,3.63897767e-05,2.99961298e-06,0.00126537402,0.00348845943,0.0480825816,2.80554843e-05,8.35625651e-06,1.74590685e-05,2.2282845e-05,8.69381602e-07,0.000697236717,2.45362866e-05,0.000481680888,1.3585591e-05,7.0698114e-05,3.59964632e-06,8.90282964e-07,0.0,0.00244063516,3.42628111e-09,3.80679977e-10,1.09146094e-05
41,0.0398302314,-213000.0,825.677524,-0.215976801,1913.01337,100000.0,0.719164838,0.0915755126,0.114782033,0.0202581613,0.000194455967,0.000449011153,0.00195218271,4.47897679e-07,3.55795831e-06,5.18789456e-06,3.04334496e-05,2.95854159e-06,0.000690390928,0.00144252745,0.0462267537,3.24345849e-05,7.77403361e-06,9.6544429e-06,1.77105897e-05,1.03602795e-06,0.000423340013,1.64047195e-05,0.000199001198,3.98578522e-06,1.59952219e-05,2.75274323e-06,6.62698299e-07,0.0,0.00211227517,6.41267737e-10,7.27674204e-11,5.97686911e-06
42,0.0398684455,-213000.0,821.335315,-0.276954259,1908.11316,100000.0,0.72194726,0.093939682,0.112871883,0.0220141318,0.000259489009,0.000981542961,0.00312202063,3.78137482e-07,2.82333864e-06,3.3281888e-06,1.44368613e-05,1.63469465e-06,0.000243710106,0.000468986472,0.0419822578,2.28208249e-05,4.17999937e-06,3.92125461e-06,1.36662271e-05,6.72895167e-07,0.000172829805,6.37919602e-06,5.68271033e-05,6.56483308e-07,2.30492289e-06,1.4282294e-06,3.41874991e-07,0.0,0.00166450739,5.10859327e-11,8.21792802e-12,2.24265835e-06
43,0.0399081163,-213000.0,814.530102,-0.335304804,1878.34827,100000.0,0.724805965,0.0952768804,0.108906881,0.0274088492,0.000284506584,0.00166067208,0.00402615439,4.28981747e-07,8.91046151e-07,1.08732301e-06,4.29144369e-06,5.32429306e-07,6.08228057e-05,0.000129764502,0.0360379122,9.60431924e-06,1.3666244e-06,1.22374018e-06,1.22608154e-05,2.37318843e-07,4.91876224e-05,1.63815972e-06,1.28620806e-05,7.57761523e-08,2.52526043e-07,5.01370768e-07,1.23266798e-07,0.0,0.00123236555,2.49720325e-12,7.17491741e-13,6.21889048e-07
44,0.0399450794,-213000.0,806.153784,-0.385378268,1837.89919,100000.0,0.727455506,0.0951876554,0.104107381,0.0350018015,0.000273092914,0.00216339335,0.00435466428,5.23853717e-07,1.80080423e-07,2.63427517e-07,1.09256025e-06,1.38895823e-07,1.43421907e-05,3.70834625e-05,0.0304209031,3.15517513e-06,3.64643157e-07,3.64367118e-07,1.32146949e-05,6.17110072e-08,1.25243341e-05,3.74166689e-07,2.96029813e-06,8.81748985e-09,2.85036942e-08,1.50115246e-07,3.82120043e-08,0.0,0.000925060723,1.2137994e-13,6.67783722e-14,1.62695013e-07
45,0.0399782176,-213000.0,797.03623,-0.42692451,1795.27902,100000.0,0.729820696,0.0939592479,0.0993181823,0.0432913506,0.00024660738,0.00242940659,0.00429835682,6.26837364e-07,3.23799418e-08,6.08045065e-08,2.85030705e-07,3.59298234e-08,3.71475337e-06,1.18705274e-05,0.0258726041,1.01284034e-06,9.69468693e-08,1.1694555e-07,1.53170807e-05,1.48601878e-08,3.27657936e-06,8.8898837e-08,7.64181571e-07,1.2297469e-09,3.7537677e-09,4.46805765e-08,1.1955027e-08,0.0,0.000718308664,7.42953533e-15,7.46182274e-15,4.56269276e-08
